"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL36506";"NOVOBIOCIN";"4.0";"612.63";"2";"3.63";"2";"CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C";"IC50";"'='";"245.0";"nM";"6.61";"";"";"UO_0000065";"10.79";"0.21";"2.98";"3.31";"0";"CHEMBL4262186";"Inhibition of Escherichia coli DNA gyrase ATPase activity using DNA as substrate after 60 mins";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4261496";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"245.0"
"CHEMBL15247";"";"None";"406.43";"0";"2.33";"4d";"CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1";"IC50";"'='";"2.7";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"2.7"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"IC50";"'='";"1.74";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4349361";"Inhibition of Escherichia coli DNA gyrase super-coiling activity using pBR322 DNA as substrate after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4346717";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"1.74"
"CHEMBL4203118";"";"None";"320.33";"0";"3.19";"3e";"O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"17.49";"0.32";"2.41";"10.73";"0";"CHEMBL4183049";"Inhibition of Escherichia coli DNA gyrase A2B2 using relaxed pNO1 as substrate";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4177750";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"2.5"
"CHEMBL5315124";"LEVOFLOXACIN";"4.0";"740.76";"0";"1.54";"LVFX";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O";"IC50";"'='";"0.17";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3637681";"Inhibition of Escherichia coli DNA gyrase preincubated for 5 mins at 37 degC before addition of relaxed pBR322 as substrate by supercoiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3632612";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"0.17"
"CHEMBL826";"ENOXACIN";"4.0";"320.32";"0";"0.66";"ENX";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"15.15";"0.29";"4.19";"5.55";"0";"CHEMBL1280255";"Inhibition of Escherichia coli DNA gyrase GyrA/GyrB";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1275433";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"14.0"
"CHEMBL336059";"";"None";"583.55";"1";"2.83";"3e";"CC(=O)NC[C@H]1CN(c2ccc(O[C@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"8.57";"0.16";"2.17";"3.49";"0";"CHEMBL657999";"Inhibitory activity against DNA gyrase enzyme was determined by supercoiling assay with Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146637";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"10.0"
"CHEMBL3329308";"";"None";"389.46";"0";"4.53";"78";"CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)Nc2cccc(C)c2)cn1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"17.60";"0.32";"2.32";"7.20";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.14"
"CHEMBL3329302";"";"None";"394.86";"0";"4.80";"72";"CCNC(=O)Nc1cc(-c2ccccc2)c(C(=O)Nc2cccc(Cl)c2)cn1";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"15.43";"0.30";"1.29";"7.33";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.81"
"CHEMBL3329296";"";"None";"389.49";"0";"1.68";"52";"CCNC(=O)Nc1cc(N2CCN(C)CC2)c(C(=O)Nc2nccs2)cn1";"IC50";"'='";"33200.0";"nM";"4.48";"";"";"UO_0000065";"11.50";"0.23";"2.80";"4.37";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"33.2"
"CHEMBL4449908";"";"None";"430.27";"0";"2.82";"5";"CCNC(=O)Nc1cc(-n2cc(Br)cn2)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"17.27";"0.38";"4.61";"6.53";"0";"CHEMBL4386907";"Inhibition of Escherichia coli DNA gyrase(A2B2 tetramer) preincubated for 5 mins followed by ATP addition and measured once per minute for 20 to 30 minutes by ATPase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4385628";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"0.037"
"CHEMBL3357561";"";"None";"402.38";"0";"1.17";"(+/-)-1";"Cc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)C1C(C)OC(C)CN31";"IC50";"'='";"0.38";"nM";"9.42";"";"";"UO_0000065";"23.41";"0.44";"8.25";"8.28";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.38"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"2a";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"IC50";"'>'";"100.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL688001";"Inhibitory concentration in supercoiling inhibition Escherichia coli DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1123417";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"100.0"
"CHEMBL282758";"";"None";"304.32";"0";"2.46";"1o";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCCC3)cc21";"IC50";"'='";"26.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL688001";"Inhibitory concentration in supercoiling inhibition Escherichia coli DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1123417";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"26.0"
"CHEMBL3357534";"";"None";"296.32";"0";"3.56";"8a";"C=CCOc1ccccc1/C=C/C(=O)c1ccc(O)cc1O";"IC50";"'='";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389994";"Inhibition of Escherichia coli DNA gyrase assessed as supercoiled plasmid DNA formation after 30 mins by electrophoretic analysis";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351381";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"500.0"
"CHEMBL3357510";"";"None";"278.35";"0";"3.79";"5f";"CCCCCCCC1CC(=O)c2c(O)cc(O)cc2O1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389994";"Inhibition of Escherichia coli DNA gyrase assessed as supercoiled plasmid DNA formation after 30 mins by electrophoretic analysis";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351381";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"1000.0"
"CHEMBL2023358";"OLYMPICIN A";"None";"346.47";"1";"5.40";"2a, Olympicin A";"CC[C@H](C)C(=O)c1c(O)cc(O)cc1OC/C=C(\C)CCC=C(C)C";"IC50";"'='";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389994";"Inhibition of Escherichia coli DNA gyrase assessed as supercoiled plasmid DNA formation after 30 mins by electrophoretic analysis";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351381";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"500.0"
"CHEMBL126";"LINEZOLID";"4.0";"337.35";"0";"1.12";"linezolid";"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1";"IC50";"'>'";"32000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"32.0"
"CHEMBL3329315";"";"None";"376.42";"0";"4.27";"85";"CCNC(=O)Nc1cc(Oc2ccccc2)c(C(=O)Nc2ccccc2)cn1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"14.11";"0.26";"1.04";"5.75";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"4.9"
"CHEMBL3329312";"";"None";"433.47";"0";"3.57";"82";"CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)Nc2ccc(NC(C)=O)nc2)cn1";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"17.09";"0.32";"3.84";"5.40";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.039"
"CHEMBL3329304";"";"None";"395.51";"0";"4.53";"74";"CCNC(=O)Nc1cc(NC2CCCCC2)c(C(=O)Nc2cccc(C)c2)cn1";"IC50";"'='";"2120.0";"nM";"5.67";"";"";"UO_0000065";"14.35";"0.27";"1.14";"5.96";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"2.12"
"CHEMBL3329299";"";"None";"362.39";"0";"2.93";"69";"CCNC(=O)Nc1cc(-c2cccnc2)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"16.41";"0.30";"3.02";"5.46";"0";"CHEMBL3373164";"Inhibition of Escherichia coli GyrB A2B2 subunits assessed reduction in DNA supercoiling activity by malachite green dye based by spectrophotometry";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3351278";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"1.13"
"CHEMBL4583055";"";"None";"362.86";"0";"5.00";"6";"NCC(Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12)c1ccccc1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"15.14";"0.29";"0.49";"8.23";"0";"CHEMBL4341626";"Inhibition of Escherichia coli his-tagged DNA gyrase supercoiling activity using pBR322 DNA in presence of ATP incubated for 1 hr by H19 dye based high throughput DNA gyrase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4340534";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"3.2"
"CHEMBL8";"CIPROFLOXACIN";"4.0";"331.35";"0";"1.58";"1b";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"5.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"1";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"5.3"
"CHEMBL4282803";"";"None";"288.65";"0";"4.86";"64";"Oc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"13.86";"0.29";"-0.86";"13.58";"0";"CHEMBL4259497";"Inhibition of full length Escherichia coli DNA gyrase ATPase activity measured for 20 mins by lactate dehydrogenase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4257526";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"0.1"
"CHEMBL4283631";"";"None";"220.66";"0";"3.84";"59";"Oc1ccc(Oc2cccc(Cl)c2)cc1";"IC50";"'='";"320000.0";"nM";"3.50";"";"";"UO_0000065";"15.84";"0.32";"-0.35";"11.86";"0";"CHEMBL4259497";"Inhibition of full length Escherichia coli DNA gyrase ATPase activity measured for 20 mins by lactate dehydrogenase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4257526";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"0.32"
"CHEMBL276583";"";"None";"332.33";"0";"1.11";"E";"NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1";"IC50";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658171";"Inhibition of the gyrase mediated cleavage of supercoiled DNA";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126729";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"3.0"
"CHEMBL204146";"";"None";"244.20";"0";"2.06";"8f";"O=c1oc2c(O)c(O)ccc2c2ccc(O)cc12";"IC50";"'='";"80.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658170";"Inhibition of DNA gyrase supercoiling in Escherichia coli.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1130981";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"80.0"
"CHEMBL4873935";"";"None";"370.22";"0";"4.19";"Fig 1, Cpd 2";"Cc1[nH]c(C(=O)Nc2nc3ccc(C(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"22.91";"0.50";"4.29";"8.92";"0";"CHEMBL5318755";"Inhibition of Escherichia coli DNA gyrase incubated for 30 mins by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5316317";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.5 hr";"INHIBITOR";"";"3.3"
"CHEMBL3589531";"";"None";"534.23";"1";"3.18";"25";"COC(=O)CCC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2";"IC50";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"13.16";"0.34";"3.85";"6.21";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"0.093"
"CHEMBL3633520";"";"None";"447.42";"0";"2.19";"10c";"CCNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2C)C1";"IC50";"'='";"0.078";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3637681";"Inhibition of Escherichia coli DNA gyrase preincubated for 5 mins at 37 degC before addition of relaxed pBR322 as substrate by supercoiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3632612";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"0.078"
"CHEMBL3589528";"";"None";"420.13";"0";"2.87";"19";"Nc1nc2c(s1)C[C@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2";"IC50";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"10.44";"0.30";"1.52";"5.24";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"41.0"
"CHEMBL3589530";"";"None";"520.20";"1";"2.79";"24";"COC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2";"IC50";"'='";"96.0";"nM";"7.02";"";"";"UO_0000065";"13.49";"0.35";"4.23";"6.20";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"0.096"
"CHEMBL3589534";"";"None";"492.15";"0";"2.31";"34";"O=C(O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"14.70";"0.40";"4.93";"5.83";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"0.058"
"CHEMBL3589540";"";"None";"474.18";"0";"3.37";"46";"O=C1CCN2C(=N1)SC1=C2CC[C@H](NC(=O)c2cc(Br)c(Br)[nH]2)C1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"10.38";"0.28";"1.55";"6.34";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"12.0"
"CHEMBL3589541";"";"None";"505.19";"1";"2.10";"47";"NC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"11.42";"0.30";"3.67";"4.44";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"1.7"
"CHEMBL3589076";"";"None";"431.30";"0";"2.57";"32";"COC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"14.83";"0.32";"3.83";"5.65";"0";"CHEMBL3592254";"Inhibition of Escherichia coli DNA gyrase using relaxed pNO1 plasmid and biotinylated oligonucelotide incubated for 30 mins by fluorescence based DNA super-coiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3588817";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"0.4"
"CHEMBL359193";"";"None";"420.46";"0";"2.79";"4e";"CCNCC1CCN(c2c(F)c(NC)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1";"IC50";"'='";"13.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"13.8"
